TERM	CLASS	DEFINITION	DEFINITION (DARWIN CORE)	DESCRIPTION	DESCRIPTION (DARWIN CORE)	CONTENT	NOTES	CONTROLLED VOCABULARY	DECISION	REFINES	DECISION DATE	RECOMMENDATION NOTES	NAMESPACE	URI (DARWIN CORE)	URI	LABEL	DATA TYPE	SORT	ISSUED	UPDATED	post_author	post_date	post_content	post_title	post_status	post_name	post_type	identifier	class	definition	description	project	label	refines	status	date_issued	date_modified	version
scientificName	Taxon	The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.	The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.	Examples: "Coleoptera" (order), "Vespertilionidae" (family), "Manis" (genus), "Ctenomys sociabilis" (genus + specificEpithet), "Ambystoma tigrinum diaboli" (genus + specificEpithet + infraspecificEpithet), "Roptrocerus typographi (Györfi, 1952)" (genus + specificEpithet + scientificNameAuthorship), "Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell" (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship)	Examples: "Coleoptera" (order), "Vespertilionidae" (family), "Manis" (genus), "Ctenomys sociabilis" (genus + specificEpithet), "Ambystoma tigrinum diaboli" (genus + specificEpithet + infraspecificEpithet), "Roptrocerus typographi (Györfi, 1952)" (genus + specificEpithet + scientificNameAuthorship), "Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell" (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship)				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/scientificName	http://rs.tdwg.org/dwc/terms/scientificName	Scientific Name	string	226	2015-05-06	2015-05-06	kenny	2015-05-06		scientificName	publish	scientificName	ethocore_term	http://rs.tdwg.org/dwc/terms/scientificName	Taxon	The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.	Examples: "Coleoptera" (order), "Vespertilionidae" (family), "Manis" (genus), "Ctenomys sociabilis" (genus + specificEpithet), "Ambystoma tigrinum diaboli" (genus + specificEpithet + infraspecificEpithet), "Roptrocerus typographi (Györfi, 1952)" (genus + specificEpithet + scientificNameAuthorship), "Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell" (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship)	Darwin Core	Scientific Name		recommended	2015-05-06	2015-05-06	scientificName-2015-05-06
scientificNameAuthorship	Taxon	The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.	The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.	Example: "(Torr.) J.T. Howell", "(Martinovský) Tzvelev", "(Györfi, 1952)"	Example: "(Torr.) J.T. Howell", "(Martinovský) Tzvelev", "(Györfi, 1952)"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/scientificNameAuthorship	http://rs.tdwg.org/dwc/terms/scientificNameAuthorship	Scientific Name Authorship	string	245	2015-05-06	2015-05-06	kenny	2015-05-06		scientificNameAuthorship	publish	scientificNameAuthorship	ethocore_term	http://rs.tdwg.org/dwc/terms/scientificNameAuthorship	Taxon	The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.	Example: "(Torr.) J.T. Howell", "(Martinovský) Tzvelev", "(Györfi, 1952)"	Darwin Core	Scientific Name Authorship		recommended	2015-05-06	2015-05-06	scientificNameAuthorship-2015-05-06
scientificNameID	Taxon	An identifier for the nomenclatural (not taxonomic) details of a scientific name.	An identifier for the nomenclatural (not taxonomic) details of a scientific name.	Example: "urn:lsid:ipni.org:names:37829-1:1.3"	Example: "urn:lsid:ipni.org:names:37829-1:1.3"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/scientificNameID	http://rs.tdwg.org/dwc/terms/scientificNameID	Scientific Name ID	URI, URL, DOI	219	2015-05-06	2015-05-06	kenny	2015-05-06		scientificNameID	publish	scientificNameID	ethocore_term	http://rs.tdwg.org/dwc/terms/scientificNameID	Taxon	An identifier for the nomenclatural (not taxonomic) details of a scientific name.	Example: "urn:lsid:ipni.org:names:37829-1:1.3"	Darwin Core	Scientific Name ID		recommended	2015-05-06	2015-05-06	scientificNameID-2015-05-06
specificEpithet	Taxon	The name of the first or species epithet of the scientificName.	The name of the first or species epithet of the scientificName.	Examples: "concolor", "gottschei"	Examples: "concolor", "gottschei"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/specificEpithet	http://rs.tdwg.org/dwc/terms/specificEpithet	Specific Epithet	string	241	2015-05-06	2015-05-06	kenny	2015-05-06		specificEpithet	publish	specificEpithet	ethocore_term	http://rs.tdwg.org/dwc/terms/specificEpithet	Taxon	The name of the first or species epithet of the scientificName.	Examples: "concolor", "gottschei"	Darwin Core	Specific Epithet		recommended	2015-05-06	2015-05-06	specificEpithet-2015-05-06
subgenus	Taxon	The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.	The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.	Examples: "Strobus (Pinus)", "Puma (Puma)" "Loligo (Amerigo)", "Hieracium subgen. Pilosella"	Examples: "Strobus (Pinus)", "Puma (Puma)" "Loligo (Amerigo)", "Hieracium subgen. Pilosella"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/subgenus	http://rs.tdwg.org/dwc/terms/subgenus	Subgenus	string	240	2015-05-06	2015-05-06	kenny	2015-05-06		subgenus	publish	subgenus	ethocore_term	http://rs.tdwg.org/dwc/terms/subgenus	Taxon	The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.	Examples: "Strobus (Pinus)", "Puma (Puma)" "Loligo (Amerigo)", "Hieracium subgen. Pilosella"	Darwin Core	Subgenus		recommended	2015-05-06	2015-05-06	subgenus-2015-05-06
taxonConceptID	Taxon	An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.	An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.	Example: "8fa58e08-08de-4ac1-b69c-1235340b7001"	Example: "8fa58e08-08de-4ac1-b69c-1235340b7001"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/taxonConceptID	http://rs.tdwg.org/dwc/terms/taxonConceptID	Taxon Concept ID	URI, URL, DOI	225	2015-05-06	2015-05-06	kenny	2015-05-06		taxonConceptID	publish	taxonConceptID	ethocore_term	http://rs.tdwg.org/dwc/terms/taxonConceptID	Taxon	An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.	Example: "8fa58e08-08de-4ac1-b69c-1235340b7001"	Darwin Core	Taxon Concept ID		recommended	2015-05-06	2015-05-06	taxonConceptID-2015-05-06
taxonID	Taxon	An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.	An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.	Examples: "8fa58e08-08de-4ac1-b69c-1235340b7001", "32567", "http://species.gbif.org/abies_alba_1753", "urn:lsid:gbif.org:usages:32567"	Examples: "8fa58e08-08de-4ac1-b69c-1235340b7001", "32567", "http://species.gbif.org/abies_alba_1753", "urn:lsid:gbif.org:usages:32567"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/taxonID	http://rs.tdwg.org/dwc/terms/taxonID	Taxon ID	URI, URL, DOI	218	2015-05-06	2015-05-06	kenny	2015-05-06		taxonID	publish	taxonID	ethocore_term	http://rs.tdwg.org/dwc/terms/taxonID	Taxon	An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.	Examples: "8fa58e08-08de-4ac1-b69c-1235340b7001", "32567", "http://species.gbif.org/abies_alba_1753", "urn:lsid:gbif.org:usages:32567"	Darwin Core	Taxon ID		recommended	2015-05-06	2015-05-06	taxonID-2015-05-06
taxonomicStatus	Taxon	The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept. Recommended best practice is to use a controlled vocabulary.	The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept. Recommended best practice is to use a controlled vocabulary.	Examples: "invalid", "misapplied", "homotypic synonym", "accepted"	Examples: "invalid", "misapplied", "homotypic synonym", "accepted"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/taxonomicStatus	http://rs.tdwg.org/dwc/terms/taxonomicStatus	Taxonomic Status	string	248	2015-05-06	2015-05-06	kenny	2015-05-06		taxonomicStatus	publish	taxonomicStatus	ethocore_term	http://rs.tdwg.org/dwc/terms/taxonomicStatus	Taxon	The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept. Recommended best practice is to use a controlled vocabulary.	Examples: "invalid", "misapplied", "homotypic synonym", "accepted"	Darwin Core	Taxonomic Status		recommended	2015-05-06	2015-05-06	taxonomicStatus-2015-05-06
taxonRank	Taxon	The taxonomic rank of the most specific name in the scientificName. Recommended best practice is to use a controlled vocabulary.	The taxonomic rank of the most specific name in the scientificName. Recommended best practice is to use a controlled vocabulary.	Examples: "subspecies", "varietas", "forma", "species", "genus"	Examples: "subspecies", "varietas", "forma", "species", "genus"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/taxonRank	http://rs.tdwg.org/dwc/terms/taxonRank	Taxon Rank	string	243	2015-05-06	2015-05-06	kenny	2015-05-06		taxonRank	publish	taxonRank	ethocore_term	http://rs.tdwg.org/dwc/terms/taxonRank	Taxon	The taxonomic rank of the most specific name in the scientificName. Recommended best practice is to use a controlled vocabulary.	Examples: "subspecies", "varietas", "forma", "species", "genus"	Darwin Core	Taxon Rank		recommended	2015-05-06	2015-05-06	taxonRank-2015-05-06
taxonRemarks	Taxon	Comments or notes about the taxon or name.	Comments or notes about the taxon or name.	Example: "this name is a misspelling in common use"	Example: "this name is a misspelling in common use"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/taxonRemarks	http://rs.tdwg.org/dwc/terms/taxonRemarks	Taxon Remarks	string	250	2015-05-06	2015-05-06	kenny	2015-05-06		taxonRemarks	publish	taxonRemarks	ethocore_term	http://rs.tdwg.org/dwc/terms/taxonRemarks	Taxon	Comments or notes about the taxon or name.	Example: "this name is a misspelling in common use"	Darwin Core	Taxon Remarks		recommended	2015-05-06	2015-05-06	taxonRemarks-2015-05-06
verbatimTaxonRank	Taxon	The taxonomic rank of the most specific name in the scientificName as it appears in the original record.	The taxonomic rank of the most specific name in the scientificName as it appears in the original record.	Examples: "Agamospecies", "sub-lesus", "prole", "apomict", "nothogrex", "sp.", "subsp.", "var."	Examples: "Agamospecies", "sub-lesus", "prole", "apomict", "nothogrex", "sp.", "subsp.", "var."				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/verbatimTaxonRank	http://rs.tdwg.org/dwc/terms/verbatimTaxonRank	Verbatim Taxon Rank	string	244	2015-05-06	2015-05-06	kenny	2015-05-06		verbatimTaxonRank	publish	verbatimTaxonRank	ethocore_term	http://rs.tdwg.org/dwc/terms/verbatimTaxonRank	Taxon	The taxonomic rank of the most specific name in the scientificName as it appears in the original record.	Examples: "Agamospecies", "sub-lesus", "prole", "apomict", "nothogrex", "sp.", "subsp.", "var."	Darwin Core	Verbatim Taxon Rank		recommended	2015-05-06	2015-05-06	verbatimTaxonRank-2015-05-06
vernacularName	Taxon	A common or vernacular name.	A common or vernacular name.	Examples: "Andean Condor", "Condor Andino", "American Eagle", "Gänsegeier"	Examples: "Andean Condor", "Condor Andino", "American Eagle", "Gänsegeier"				recommended				Darwin Core	http://rs.tdwg.org/dwc/terms/vernacularName	http://rs.tdwg.org/dwc/terms/vernacularName	Vernacular Name	string	246	2015-05-06	2015-05-06	kenny	2015-05-06		vernacularName	publish	vernacularName	ethocore_term	http://rs.tdwg.org/dwc/terms/vernacularName	Taxon	A common or vernacular name.	Examples: "Andean Condor", "Condor Andino", "American Eagle", "Gänsegeier"	Darwin Core	Vernacular Name		recommended	2015-05-06	2015-05-06	vernacularName-2015-05-06
